PA Certification #,Total NPC MW DC,Total NPC MW AC,Fuel Types at Facility,County,State,Zip,Year
PA-4060332-SUN-I,0.0068,0.005,SUN,Delaware,PA,19003,2025
PA-4060333-SUN-I,0.0064,0.005,SUN,Berks,PA,19606,2025
PA-4060334-SUN-I,0.0136,0.01,SUN,Franklin,PA,17201,2025
PA-4060335-SUN-I,0.0072,0.005,SUN,Montgomery,PA,19403,2025
PA-4060336-SUN-I,0.011005,0.00744,SUN,Northampton,PA,18067,2025
PA-4060262-SUN-I,0.0144,0.0114,SUN,Wayne,PA,18428,2025
PA-4060263-SUN-I,0.0456,0.05,SUN,Schuylkill,PA,18214,2025
PA-4060264-SUN-I,0.01189,0.01,SUN,Lebanon,PA,17046,2025
PA-4060265-SUN-I,0.0096,0.00696,SUN,Adams,PA,17320,2025
PA-4060266-SUN-I,0.00615,0.006,SUN,Allegheny,PA,15110,2025
PA-4060267-SUN-I,0.00246,0.0038,SUN,Allegheny,PA,15235,2025
PA-4060268-SUN-I,0.0056,0.00406,SUN,Bucks,PA,19007,2025
PA-4060269-SUN-I,0.00369,0.0038,SUN,Allegheny,PA,15235,2025
PA-4060270-SUN-I,0.01148,0.01,SUN,Allegheny,PA,15236,2025
PA-4060271-SUN-I,0.025515,0.0176,SUN,Northampton,PA,18017,2025
PA-4060272-SUN-I,0.00738,0.0057,SUN,Allegheny,PA,15136,2025
PA-4060273-SUN-I,0.0028,0.003,SUN,Schuylkill,PA,18252,2025
PA-4060274-SUN-I,0.00738,0.00576,SUN,Cumberland,PA,17065,2025
PA-4060275-SUN-I,0.01476,0.01044,SUN,York,PA,17404,2025
PA-4059713-SUN-I,0.02898,0.0264,SUN,Cumberland,PA,17013,2025
PA-4028404-SUN-I,0.01004,0.0088,SUN,Allegheny,PA,15126,2025
PA-4060173-SUN-I,0.00492,0.0038,SUN,Susquehanna,PA,18826,2025
PA-4060174-SUN-I,0.00779,0.006,SUN,Lehigh,PA,18062,2025
PA-4060175-SUN-I,0.00943,0.0076,SUN,Lehigh,PA,18109,2025
PA-4060176-SUN-I,0.00902,0.0076,SUN,Cumberland,PA,17015,2025
PA-4060177-SUN-I,0.00581,0.00406,SUN,Lehigh,PA,18109,2025
PA-4060178-SUN-I,0.01512,0.012564,SUN,Cambria,PA,15902,2025
PA-4060179-SUN-I,0.0123,0.01,SUN,Berks,PA,19533,2025
PA-4060180-SUN-I,0.01066,0.01,SUN,Lehigh,PA,18062,2025
PA-4060181-SUN-I,0.0041,0.0038,SUN,Allegheny,PA,15147,2025
PA-4060182-SUN-I,0.00946,0.0076,SUN,Dauphin,PA,17057,2025
PA-4060183-SUN-I,0.0128,0.00928,SUN,Lehigh,PA,18052,2025
PA-4060184-SUN-I,0.01066,0.01,SUN,York,PA,17319,2025
PA-4060185-SUN-I,0.02107,0.01421,SUN,Berks,PA,19606,2025
PA-4060186-SUN-I,0.01804,0.0152,SUN,Lebanon,PA,17067,2025
PA-4060187-SUN-I,0.01517,0.0114,SUN,Berks,PA,19506,2025
PA-4060188-SUN-I,0.0044,0.00319,SUN,Chester,PA,19312,2025
PA-4060189-SUN-I,0.01394,0.0114,SUN,Lehigh,PA,18052,2025
PA-4060190-SUN-I,0.01148,0.01,SUN,Lebanon,PA,17078,2025
PA-4060191-SUN-I,0.0051,0.00348,SUN,Philadelphia,PA,19143,2025
PA-4060192-SUN-I,0.00425,0.0029,SUN,Philadelphia,PA,19135,2025
PA-4060193-SUN-I,0.0051,0.00348,SUN,Philadelphia,PA,19115,2025
PA-4060194-SUN-I,0.0064,0.0076,SUN,Allegheny,PA,15075,2025
PA-4060195-SUN-I,0.00615,0.0057,SUN,Allegheny,PA,15205,2025
PA-4060196-SUN-I,0.01476,0.0114,SUN,Lebanon,PA,17067,2025
PA-4060197-SUN-I,0.00902,0.0076,SUN,Berks,PA,19510,2025
PA-4060198-SUN-I,0.0082,0.0076,SUN,York,PA,17019,2025
PA-4060199-SUN-I,0.00348,0.002792,SUN,Philadelphia,PA,19147,2025
PA-4060200-SUN-I,0.0148,0.01221,SUN,Lancaster,PA,17517,2025
PA-4060201-SUN-I,0.01353,0.0114,SUN,York,PA,17319,2025
PA-4060202-SUN-I,0.01066,0.01,SUN,Beaver,PA,15010,2025
PA-4060203-SUN-I,0.01025,0.0076,SUN,Lancaster,PA,17502,2025
PA-4060204-SUN-I,0.0082,0.0058,SUN,Northumberland,PA,17847,2025
PA-4060205-SUN-I,0.00697,0.00493,SUN,Clinton,PA,17745,2025
PA-4060206-SUN-I,0.0073,0.006,SUN,York,PA,17322,2025
PA-4060207-SUN-I,0.01845,0.01485,SUN,Beaver,PA,15026,2025
PA-4060208-SUN-I,0.01896,0.016,SUN,Juniata,PA,17086,2025
PA-4060209-SUN-I,0.0085,0.0064,SUN,Lancaster,PA,17522,2025
PA-4060210-SUN-I,0.01505,0.0114,SUN,Cumberland,PA,17015,2025
PA-4060211-SUN-I,0.03649,0.0288,SUN,Franklin,PA,17202,2025
PA-4060212-SUN-I,0.0076,0.006631,SUN,Montgomery,PA,19038,2025
PA-4060213-SUN-I,0.01476,0.01044,SUN,Snyder,PA,17870,2025
PA-4060214-SUN-I,0.00779,0.00551,SUN,Lycoming,PA,17701,2025
PA-4060215-SUN-I,0.00595,0.00406,SUN,Philadelphia,PA,19120,2025
PA-4060216-SUN-I,0.00882,0.007329,SUN,Lehigh,PA,18031,2025
PA-4060217-SUN-I,0.00533,0.006,SUN,Allegheny,PA,15147,2025
PA-4060218-SUN-I,0.02024,0.01672,SUN,Franklin,PA,17202,2025
PA-4060219-SUN-I,0.0123,0.01,SUN,Allegheny,PA,15218,2025
PA-4060220-SUN-I,0.007225,0.00493,SUN,Philadelphia,PA,19111,2025
PA-4060221-SUN-I,0.018225,0.0136,SUN,York,PA,17019,2025
PA-4060222-SUN-I,0.00615,0.006,SUN,Allegheny,PA,15065,2025
PA-4060223-SUN-I,0.00533,0.006,SUN,Beaver,PA,15010,2025
PA-4060224-SUN-I,0.01066,0.01,SUN,Allegheny,PA,15229,2025
PA-4060225-SUN-I,0.00287,0.0038,SUN,Chester,PA,19365,2025
PA-4060226-SUN-I,0.0082,0.0076,SUN,Allegheny,PA,15146,2025
PA-4060227-SUN-I,0.00935,0.00638,SUN,Chester,PA,19320,2025
PA-4060228-SUN-I,0.01476,0.0114,SUN,York,PA,17356,2025
PA-4060229-SUN-I,0.01554,0.01221,SUN,Northampton,PA,18015,2025
PA-4060230-SUN-I,0.00943,0.0076,SUN,York,PA,17019,2025
PA-4060231-SUN-I,0.0092,0.0068,SUN,Allegheny,PA,15238,2025
PA-4060232-SUN-I,0.00602,0.00406,SUN,York,PA,17368,2025
PA-4060233-SUN-I,0.00574,0.006,SUN,Mifflin,PA,17063,2025
PA-4060234-SUN-I,0.00943,0.0076,SUN,Westmoreland,PA,15068,2025
PA-4060235-SUN-I,0.0041,0.0038,SUN,Westmoreland,PA,15601,2025
PA-4060236-SUN-I,0.011625,0.008725,SUN,Erie,PA,16510,2025
PA-4060237-SUN-I,0.00328,0.0038,SUN,Lebanon,PA,17078,2025
PA-4060238-SUN-I,0.00697,0.006,SUN,Northampton,PA,18045,2025
PA-4060239-SUN-I,0.00972,0.0076,SUN,Allegheny,PA,15122,2025
PA-4060240-SUN-I,0.0082,0.0076,SUN,Berks,PA,19608,2025
PA-4060241-SUN-I,0.00492,0.0038,SUN,Lawrence,PA,16105,2025
PA-4060242-SUN-I,0.00738,0.00522,SUN,Columbia,PA,17815,2025
PA-4060243-SUN-I,0.01722,0.01218,SUN,Lycoming,PA,17740,2025
PA-4060244-SUN-I,0.0064,0.00464,SUN,Monroe,PA,18360,2025
PA-4060245-SUN-I,0.01148,0.01,SUN,Lehigh,PA,18052,2025
PA-4060246-EE-II,0.321688,0.321688,EE,Montgomery,PA,19406,2025
PA-4060247-SUN-I,0.00451,0.0033,SUN,Northampton,PA,18020,2025
PA-4060248-SUN-I,0.01271,0.01,SUN,Berks,PA,19518,2025
PA-4060249-SUN-I,0.00966,0.00759,SUN,Bucks,PA,19067,2025
PA-4060250-SUN-I,0.01394,0.0114,SUN,Berks,PA,19510,2025
PA-4060251-SUN-I,0.00903,0.00609,SUN,Snyder,PA,17864,2025
PA-4060252-SUN-I,0.01394,0.0114,SUN,Berks,PA,19533,2025
PA-4060253-SUN-I,0.00861,0.0076,SUN,Lebanon,PA,17028,2025
PA-4060254-SUN-I,0.005325,0.00435,SUN,Bucks,PA,18036,2025
PA-4060255-SUN-I,0.0129,0.0087,SUN,Northumberland,PA,17860,2025
PA-4060167-SUN-I,0.00595,0.005,SUN,Beaver,PA,15001,2025
PA-4060168-SUN-I,0.00405,0.0038,SUN,Allegheny,PA,15146,2025
PA-4060169-SUN-I,0.0136,0.01,SUN,Philadelphia,PA,19116,2025
PA-4060170-SUN-I,0.01107,0.01,SUN,York,PA,17408,2025
PA-4060171-SUN-I,0.01927,0.0152,SUN,Dauphin,PA,17110,2025
PA-4060172-SUN-I,0.01353,0.0114,SUN,York,PA,17404,2025
PA-4060256-SUN-I,0.00966,0.00798,SUN,Butler,PA,16066,2025
PA-4060257-SUN-I,0.0082,0.0076,SUN,Allegheny,PA,15133,2025
PA-4060258-SUN-I,0.01271,0.01,SUN,Cumberland,PA,17015,2025
PA-4060259-SUN-I,0.00738,0.00522,SUN,Philadelphia,PA,19138,2025
PA-4060260-SUN-I,0.01681,0.0133,SUN,Berks,PA,19533,2025
PA-4060261-SUN-I,0.01066,0.0076,SUN,Allegheny,PA,15131,2025
PA-4056708-SUN-I,0.01391,0.0114,SUN,Montgomery,PA,18074,2025
PA-4060062-SUN-I,0.0408,0.02958,SUN,Bucks,PA,18947,2025
PA-4060063-SUN-I,0.0123,0.01,SUN,Allegheny,PA,15057,2025
PA-4060064-SUN-I,0.0442,0.036296,SUN,Franklin,PA,17222,2025
PA-4060065-SUN-I,0.0255,0.02094,SUN,Lebanon,PA,17042,2025
PA-4060066-SUN-I,0.00369,0.0038,SUN,Chester,PA,19475,2025
PA-4060067-SUN-I,0.02835,0.0214,SUN,Allegheny,PA,15146,2025
PA-4060068-SUN-I,0.01558,0.01102,SUN,Bucks,PA,18938,2025
PA-4060069-SUN-I,0.0168,0.014658,SUN,Susquehanna,PA,18834,2025
PA-4060070-SUN-I,0.01435,0.01015,SUN,Monroe,PA,18353,2025
PA-4060071-SUN-I,0.00546,0.004537,SUN,Philadelphia,PA,19148,2025
PA-4060072-SUN-I,0.06072,0.0456,SUN,Lycoming,PA,17740,2025
PA-4060073-SUN-I,0.0152,0.01102,SUN,Bucks,PA,19020,2025
PA-4060074-SUN-I,0.0387,0.03105,SUN,Chester,PA,19365,2025
PA-4060075-SUN-I,4.251,3.0,SUN,Mercer,PA,16145,2025
PA-4060076-SUN-I,0.02808,0.0228,SUN,York,PA,17406,2025
PA-4060077-SUN-I,0.1911,0.16,SUN,Monroe,PA,18360,2025
PA-4060078-SUN-I,0.75325,0.575,SUN,Northumberland,PA,17801,2025
PA-4060079-SUN-I,4.251,3.0,SUN,Mercer,PA,16133,2025
PA-4060080-SUN-I,0.006075,0.005,SUN,Beaver,PA,15009,2025
PA-4060081-SUN-I,0.004675,0.0038,SUN,Allegheny,PA,15122,2025
PA-4060082-SUN-I,0.0086,0.0058,SUN,Mifflin,PA,17044,2025
PA-4060083-SUN-I,0.0204,0.024,SUN,Northampton,PA,18013,2025
PA-4060084-SUN-I,0.00287,0.0038,SUN,Allegheny,PA,15216,2025
PA-4060085-SUN-I,0.01053,0.0115,SUN,Delaware,PA,19064,2025
PA-4060086-SUN-I,0.00731,0.0076,SUN,Lebanon,PA,17078,2025
PA-4060087-SUN-I,0.00672,0.005,SUN,Luzerne,PA,18222,2025
PA-4060088-SUN-I,0.0084,0.00609,SUN,Montgomery,PA,19401,2025
PA-4060089-SUN-I,0.004,0.0029,SUN,Montgomery,PA,19040,2025
PA-4060090-SUN-I,0.02064,0.015,SUN,Cumberland,PA,17015,2025
PA-4060091-SUN-I,0.00574,0.00406,SUN,Luzerne,PA,18201,2025
PA-4060092-SUN-I,0.00369,0.00261,SUN,Lackawanna,PA,18505,2025
PA-4060093-SUN-I,0.01353,0.00957,SUN,Washington,PA,15057,2025
PA-4060094-SUN-I,0.0084,0.00609,SUN,Chester,PA,19330,2025
PA-4060095-SUN-I,0.0082,0.0076,SUN,Allegheny,PA,15116,2025
PA-4060096-SUN-I,0.00902,0.0076,SUN,Allegheny,PA,15101,2025
PA-4060097-SUN-I,0.01148,0.01,SUN,Northampton,PA,18015,2025
PA-4060098-SUN-I,0.00738,0.006,SUN,Bucks,PA,19057,2025
PA-4060099-SUN-I,0.01927,0.01363,SUN,Lebanon,PA,17026,2025
PA-4060100-SUN-I,0.01353,0.0114,SUN,Lycoming,PA,17701,2025
PA-4060101-SUN-I,0.00533,0.006,SUN,Allegheny,PA,15212,2025
PA-4060102-SUN-I,0.01189,0.01,SUN,Lancaster,PA,17554,2025
PA-4060103-SUN-I,0.0076,0.006,SUN,Bucks,PA,18944,2025
PA-4060104-SUN-I,0.02501,0.019,SUN,Schuylkill,PA,18252,2025
PA-4060105-SUN-I,0.0041,0.0029,SUN,Berks,PA,19604,2025
PA-4060106-SUN-I,0.02501,0.0164,SUN,Allegheny,PA,15108,2025
PA-4060107-SUN-I,0.012,0.0087,SUN,Chester,PA,19320,2025
PA-4060108-SUN-I,0.00861,0.0076,SUN,Allegheny,PA,15235,2025
PA-4060109-SUN-I,0.0043,0.0038,SUN,Philadelphia,PA,19138,2025
PA-4060110-SUN-I,0.01558,0.012,SUN,York,PA,17319,2025
PA-4060111-SUN-I,0.01638,0.012,SUN,Perry,PA,17020,2025
PA-4060112-SUN-I,0.01218,0.01102,SUN,Montgomery,PA,19040,2025
PA-4060113-SUN-I,0.00984,0.0076,SUN,Allegheny,PA,15126,2025
PA-4060114-SUN-I,0.00903,0.00609,SUN,Dauphin,PA,17113,2025
PA-4060115-SUN-I,0.00645,0.00435,SUN,York,PA,17345,2025
PA-4060116-SUN-I,0.01353,0.0114,SUN,Lehigh,PA,18103,2025
PA-4060117-SUN-I,0.00924,0.006,SUN,Delaware,PA,19083,2025
PA-4060118-SUN-I,0.01207,0.00986,SUN,Berks,PA,19543,2025
PA-4060119-SUN-I,0.00817,0.00551,SUN,Dauphin,PA,17102,2025
PA-4060120-SUN-I,0.02255,0.019,SUN,Northampton,PA,18017,2025
PA-4060121-SUN-I,0.00415,0.0024,SUN,Venango,PA,16323,2025
PA-4060122-SUN-I,0.00451,0.00319,SUN,Carbon,PA,18229,2025
PA-4060123-SUN-I,0.0105,0.01,SUN,Dauphin,PA,17032,2025
PA-4060124-SUN-I,0.00672,0.006,SUN,Berks,PA,19607,2025
PA-4060125-SUN-I,0.00989,0.00667,SUN,Dauphin,PA,17112,2025
PA-4060126-SUN-I,0.00798,0.0076,SUN,York,PA,17315,2025
PA-4060127-SUN-I,0.00798,0.0076,SUN,Mifflin,PA,17841,2025
PA-4060128-SUN-I,0.01107,0.00783,SUN,Luzerne,PA,18707,2025
PA-4060129-SUN-I,0.00425,0.0029,SUN,Delaware,PA,19018,2025
PA-4060130-SUN-I,0.0224,0.021504,SUN,Lehigh,PA,18103,2025
PA-4060131-SUN-I,0.00451,0.0038,SUN,York,PA,17408,2025
PA-4060132-SUN-I,0.01312,0.01,SUN,York,PA,17302,2025
PA-4060133-SUN-I,0.00697,0.006,SUN,Northampton,PA,18045,2025
PA-4060134-SUN-I,0.01107,0.01,SUN,Northampton,PA,18013,2025
PA-4060135-SUN-I,0.005325,0.00435,SUN,Chester,PA,19363,2025
PA-4060136-SUN-I,0.00574,0.00406,SUN,Philadelphia,PA,19148,2025
PA-4060137-SUN-I,0.01092,0.01,SUN,Berks,PA,19607,2025
PA-4060138-SUN-I,0.00451,0.00319,SUN,Philadelphia,PA,19119,2025
PA-4060139-SUN-I,0.006745,0.00551,SUN,Montgomery,PA,19090,2025
PA-4060140-SUN-I,0.00498,0.009,SUN,Montgomery,PA,19038,2025
PA-4060141-SUN-I,0.00861,0.0076,SUN,Lancaster,PA,17543,2025
PA-4060142-SUN-I,0.00861,0.0076,SUN,York,PA,17019,2025
PA-4060143-SUN-I,0.00492,0.0038,SUN,Lawrence,PA,16102,2025
PA-4060144-SUN-I,0.01722,0.0136,SUN,Washington,PA,15301,2025
PA-4060145-SUN-I,0.01066,0.01,SUN,Lebanon,PA,17067,2025
PA-4060146-SUN-I,0.0162,0.0116,SUN,Armstrong,PA,16226,2025
PA-4060147-SUN-I,0.0064,0.00464,SUN,Philadelphia,PA,19130,2025
PA-4060148-SUN-I,0.01312,0.01,SUN,Berks,PA,19551,2025
PA-4060149-SUN-I,0.00492,0.0038,SUN,Allegheny,PA,15228,2025
PA-4060150-SUN-I,0.00903,0.006825,SUN,Centre,PA,16803,2025
PA-4060151-SUN-I,0.00504,0.00456,SUN,Lehigh,PA,18011,2025
PA-4060152-SUN-I,0.0051,0.00348,SUN,Philadelphia,PA,19146,2025
PA-4060153-SUN-I,0.00656,0.00576,SUN,Mifflin,PA,17044,2025
PA-4060154-SUN-I,0.01763,0.0138,SUN,Franklin,PA,17257,2025
PA-4060155-SUN-I,0.0205,0.01716,SUN,Northampton,PA,18038,2025
PA-4060156-SUN-I,0.01845,0.0138,SUN,Cumberland,PA,17065,2025
PA-4060157-SUN-I,0.00574,0.006,SUN,Lebanon,PA,17042,2025
PA-4060158-SUN-I,0.01271,0.01,SUN,Lehigh,PA,18062,2025
PA-4060159-SUN-I,0.02091,0.016,SUN,Beaver,PA,15009,2025
PA-4060160-SUN-I,0.0082,0.0076,SUN,Northampton,PA,18343,2025
PA-4060161-SUN-I,0.024225,0.018525,SUN,Northampton,PA,18017,2025
PA-4060162-SUN-I,0.01025,0.0076,SUN,Erie,PA,16505,2025
PA-4060163-SUN-I,0.0082,0.0076,SUN,Philadelphia,PA,19120,2025
PA-4060164-SUN-I,0.006375,0.005,SUN,Allegheny,PA,15235,2025
PA-4060165-SUN-I,0.02304,0.0192,SUN,Lawrence,PA,16143,2025
PA-4060166-SUN-I,0.01936,0.016896,SUN,Carbon,PA,18235,2025
PA-4060007-SUN-I,0.01148,0.01,SUN,Beaver,PA,15003,2025
PA-4060008-SUN-I,0.006225,0.005,SUN,Allegheny,PA,15068,2025
PA-4060009-SUN-I,0.00902,0.0076,SUN,Blair,PA,16602,2025
PA-4060010-SUN-I,0.01591,0.02,SUN,Lancaster,PA,17522,2025
PA-4060011-SUN-I,0.00656,0.006,SUN,Allegheny,PA,15237,2025
PA-4060012-SUN-I,0.01066,0.01,SUN,Bucks,PA,19055,2025
PA-4060013-SUN-I,0.0327,0.024,SUN,Lebanon,PA,17038,2025
PA-4060014-SUN-I,0.07372,0.08,SUN,Westmoreland,PA,15690,2025
PA-4060015-SUN-I,0.01386,0.012078,SUN,Centre,PA,16801,2025
PA-4060016-SUN-I,0.01066,0.0076,SUN,York,PA,17070,2025
PA-4060017-SUN-I,0.07544,0.05,SUN,Berks,PA,19506,2025
PA-4060018-SUN-I,0.02337,0.0176,SUN,Dauphin,PA,17112,2025
PA-4060019-SUN-I,0.49955,0.36,SUN,Philadelphia,PA,19111,2025
PA-4060020-SUN-I,0.02208,0.015,SUN,Berks,PA,19608,2025
PA-4060021-SUN-I,0.00943,0.0076,SUN,Dauphin,PA,17103,2025
PA-4060022-SUN-I,0.00943,0.0076,SUN,Monroe,PA,18301,2025
PA-4060023-SUN-I,0.01148,0.01,SUN,Berks,PA,19604,2025
PA-4060024-SUN-I,0.01106,0.01,SUN,York,PA,17360,2025
PA-4060025-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19124,2025
PA-4060026-SUN-I,0.003825,0.0038,SUN,Allegheny,PA,15122,2025
PA-4060027-SUN-I,0.00738,0.006,SUN,Allegheny,PA,15133,2025
PA-4060028-SUN-I,0.00581,0.005,SUN,Allegheny,PA,15025,2025
PA-4060029-SUN-I,0.00581,0.00406,SUN,Allegheny,PA,15236,2025
PA-4060030-SUN-I,0.007225,0.006,SUN,Allegheny,PA,15146,2025
PA-4060031-SUN-I,0.003825,0.0038,SUN,Beaver,PA,15027,2025
PA-4060032-SUN-I,0.04756,0.0342,SUN,Lancaster,PA,17022,2025
PA-4060033-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19111,2025
PA-4060034-SUN-I,0.00405,0.00349,SUN,Northampton,PA,18018,2025
PA-4060035-SUN-I,0.00656,0.00576,SUN,Lebanon,PA,17046,2025
PA-4060036-SUN-I,0.01008,0.00792,SUN,York,PA,17408,2025
PA-4060037-SUN-I,0.01558,0.0114,SUN,Allegheny,PA,15146,2025
PA-4060038-SUN-I,0.00504,0.00396,SUN,Lehigh,PA,18018,2025
PA-4060039-SUN-I,0.00615,0.005,SUN,Erie,PA,16415,2025
PA-4060040-SUN-I,0.0148,0.0114,SUN,York,PA,17301,2025
PA-4060041-SUN-I,0.00492,0.0038,SUN,Berks,PA,19510,2025
PA-4060042-SUN-I,0.00533,0.0038,SUN,Allegheny,PA,15137,2025
PA-4060043-SUN-I,0.009775,0.0076,SUN,Allegheny,PA,15108,2025
PA-4060044-SUN-I,0.0164,0.0114,SUN,Washington,PA,15067,2025
PA-4060045-SUN-I,0.01066,0.009074,SUN,Schuylkill,PA,17983,2025
PA-4060046-SUN-I,0.00943,0.00667,SUN,Monroe,PA,18334,2025
PA-4060047-SUN-I,0.00984,0.00696,SUN,Northumberland,PA,17860,2025
PA-4060048-SUN-I,0.0043,0.0038,SUN,Philadelphia,PA,19138,2025
PA-4060049-SUN-I,0.01148,0.01,SUN,York,PA,17362,2025
PA-4060050-SUN-I,0.00328,0.0038,SUN,Cambria,PA,16323,2025
PA-4060051-SUN-I,0.014,0.01015,SUN,Montgomery,PA,19438,2025
PA-4060052-SUN-I,0.01104,0.01,SUN,Mercer,PA,16150,2025
PA-4060053-SUN-I,0.00574,0.0057,SUN,Philadelphia,PA,19145,2025
PA-4060054-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19121,2025
PA-4060055-SUN-I,0.0043,0.0038,SUN,Philadelphia,PA,19121,2025
PA-4060056-SUN-I,0.0041,0.0038,SUN,Northampton,PA,18017,2025
PA-4060057-SUN-I,0.01189,0.01,SUN,Snyder,PA,17841,2025
PA-4060058-SUN-I,0.008075,0.006,SUN,Allegheny,PA,15214,2025
PA-4060059-SUN-I,0.0123,0.01,SUN,Carbon,PA,18071,2025
PA-4060060-SUN-I,0.00533,0.0038,SUN,Allegheny,PA,15106,2025
PA-4060061-SUN-I,0.00913,0.0076,SUN,Washington,PA,15022,2025
PA-4059965-SUN-I,0.005525,0.00377,SUN,Philadelphia,PA,19140,2025
PA-4059966-SUN-I,0.00924,0.00726,SUN,Northampton,PA,18042,2025
PA-4059967-SUN-I,0.006375,0.00435,SUN,Philadelphia,PA,19131,2025
PA-4059968-SUN-I,0.01328,0.01,SUN,Lehigh,PA,18018,2025
PA-4059969-SUN-I,0.00747,0.0076,SUN,Chester,PA,19348,2025
PA-4059970-SUN-I,0.007225,0.00493,SUN,Philadelphia,PA,19148,2025
PA-4059971-SUN-I,0.0088,0.00638,SUN,Philadelphia,PA,19111,2025
PA-4059972-SUN-I,0.0056,0.00406,SUN,Philadelphia,PA,19107,2025
PA-4059973-SUN-I,0.0192,0.0152,SUN,Lehigh,PA,18062,2025
PA-4059974-SUN-I,0.00602,0.0057,SUN,Philadelphia,PA,19149,2025
PA-4059975-SUN-I,0.01148,0.01,SUN,Lawrence,PA,16101,2025
PA-4059976-SUN-I,0.00943,0.0076,SUN,York,PA,17402,2025
PA-4059977-SUN-I,0.005087,0.0076,SUN,Montgomery,PA,19046,2025
PA-4059978-SUN-I,0.00574,0.0057,SUN,Northampton,PA,18064,2025
PA-4059979-SUN-I,0.01558,0.012,SUN,Schuylkill,PA,17964,2025
PA-4059980-SUN-I,0.00615,0.00576,SUN,Adams,PA,17316,2025
PA-4059981-SUN-I,0.00984,0.0076,SUN,Lawrence,PA,16157,2025
PA-4059982-SUN-I,0.0123,0.01,SUN,Berks,PA,19539,2025
PA-4059983-SUN-I,0.01312,0.01,SUN,Monroe,PA,18301,2025
PA-4059984-SUN-I,0.01763,0.0133,SUN,Northampton,PA,18045,2025
PA-4059985-SUN-I,0.00984,0.0076,SUN,Washington,PA,15022,2025
PA-4059986-SUN-I,0.01025,0.0076,SUN,Lebanon,PA,17042,2025
PA-4059987-SUN-I,0.01025,0.01,SUN,Lebanon,PA,17067,2025
PA-4059988-SUN-I,0.00943,0.0076,SUN,Allegheny,PA,15057,2025
PA-4059989-SUN-I,0.0123,0.01,SUN,Monroe,PA,18301,2025
PA-4059990-SUN-I,0.00492,0.00576,SUN,Montgomery,PA,19405,2025
PA-4059991-SUN-I,0.01312,0.01,SUN,Bucks,PA,19020,2025
PA-4059992-SUN-I,0.0164,0.0114,SUN,Cumberland,PA,17007,2025
PA-4059993-SUN-I,0.0088,0.006,SUN,Delaware,PA,19050,2025
PA-4059994-SUN-I,0.0082,0.0076,SUN,Washington,PA,15367,2025
PA-4059995-SUN-I,0.00451,0.0038,SUN,Washington,PA,15301,2025
PA-4059996-SUN-I,0.00779,0.006,SUN,Berks,PA,19601,2025
PA-4059997-SUN-I,0.02009,0.0152,SUN,Westmoreland,PA,15601,2025
PA-4059998-SUN-I,0.00533,0.006,SUN,Allegheny,PA,15102,2025
PA-4059999-SUN-I,0.00287,0.0038,SUN,Lebanon,PA,17078,2025
PA-4060000-SUN-I,0.006885,0.006,SUN,Philadelphia,PA,19119,2025
PA-4060001-SUN-I,0.00738,0.006,SUN,Lancaster,PA,17555,2025
PA-4060002-SUN-I,0.00615,0.006,SUN,Northampton,PA,18013,2025
PA-4060003-SUN-I,0.01312,0.01,SUN,Franklin,PA,17202,2025
PA-4060004-SUN-I,0.01353,0.0114,SUN,Schuylkill,PA,17963,2025
PA-4060005-SUN-I,0.01476,0.0114,SUN,Lebanon,PA,17042,2025
PA-4060006-SUN-I,0.00595,0.00406,SUN,Philadelphia,PA,19150,2025
PA-4059915-SUN-I,0.00861,0.0076,SUN,Franklin,PA,17201,2025
PA-4059916-SUN-I,0.004675,0.00319,SUN,Philadelphia,PA,62204,2025
PA-4059917-SUN-I,0.00574,0.006,SUN,Franklin,PA,17202,2025
PA-4059918-SUN-I,0.00451,0.0038,SUN,Allegheny,PA,15212,2025
PA-4059919-SUN-I,0.01968,0.015,SUN,Mercer,PA,16127,2025
PA-4059920-SUN-I,0.00574,0.00576,SUN,Philadelphia,PA,19143,2025
PA-4059921-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19143,2025
PA-4059922-SUN-I,0.0044,0.003839,SUN,Philadelphia,PA,19122,2025
PA-4059923-SUN-I,0.0082,0.0057,SUN,Montgomery,PA,19002,2025
PA-4059924-SUN-I,0.00943,0.0076,SUN,Somerset,PA,15552,2025
PA-4059925-SUN-I,0.00473,0.00576,SUN,Philadelphia,PA,19124,2025
PA-4059926-SUN-I,0.014875,0.0114,SUN,Allegheny,PA,15116,2025
PA-4059927-SUN-I,0.0068,0.005,SUN,Beaver,PA,15001,2025
PA-4059928-SUN-I,0.00738,0.006,SUN,Beaver,PA,15009,2025
PA-4059929-SUN-I,0.007695,0.006,SUN,Beaver,PA,15027,2025
PA-4059930-SUN-I,0.00486,0.0038,SUN,Beaver,PA,15001,2025
PA-4059931-SUN-I,0.008925,0.0076,SUN,Allegheny,PA,15204,2025
PA-4059932-SUN-I,0.00533,0.0038,SUN,Beaver,PA,15001,2025
PA-4059933-SUN-I,0.0102,0.0076,SUN,Beaver,PA,15061,2025
PA-4059934-SUN-I,0.008505,0.0076,SUN,Allegheny,PA,15235,2025
PA-4059935-SUN-I,0.005525,0.005,SUN,Allegheny,PA,15243,2025
